Tally ID,State,Lga,Ward,DateImp,UNQWardRec,No_settlements,NCSchool,NoTeams,FPZERO,FPOTHER,NOHseVist,EligCild,HSEZERO,HSEOTHER,SP_QuranSch,SP_OtherSch,ImmChurch,OUT_other,TotalOUTSIDE,NONCompHH,NC_child,NCHHRevst,NCChildRevst,NCHHpend,NCchildpend,AbHH,AB_child,ABHHRevst,ABChildRevst,ABHHpend,ABchildpend,OTHZERO,OTHOTHER,TOTALOPV,6WKDPT1,6WKDPT2,6WKDPT3,12MTHDPT1,12MTHDPT2,12MTHDPT3,HepB1,HepB2,HepB3,MEASLESU1,MEASLESO1,YellowU1,YellowO1,TT1,TT2plus,VITAU1,VITAO1,PLUS1,PLUS2,PLUS3,Plus Name1,Plus name2,Plus Name3,GWD,AFP,IsmainRnd
367828010,Yobe,Bade,Dagona,1-Jan-17,YobeBadeDagona01/01/2017-1,45,0,9,30,573,2878,6956,65,6099,0,0,0,467,467,0,0,0,0,0,0,86,186,86,186,0,0,0,0,7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,2000,16200,Sweets,Soap,Satchet milk,0,0,TRUE
660942691,Yobe,Bade,Dawayo,1-Jan-17,YobeBadeDawayo01/01/2017-1,56,0,10,13,192,3603,7836,53,6677,0,0,0,618,618,1,2,0,0,1,1,133,263,128,249,5,14,0,0,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,2500,2400,Sweets,Soap,Satchet milk,0,0,TRUE
-14924184,Yobe,Bade,Gwio Kura,1-Jan-17,YobeBadeGwio Kura01/01/2017-1,64,0,15,1,93,2916,5430,67,5243,0,0,0,950,950,0,0,0,0,0,0,88,176,87,172,1,4,0,0,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2100,1700,Sweets,Soap,Satchet milk,0,0,TRUE
-784740279,Yobe,Bade,Katuzu,1-Jan-17,YobeBadeKatuzu01/01/2017-1,20,0,5,12,565,2827,6757,23,5123,9,141,0,621,621,0,0,0,0,0,0,101,152,89,134,12,18,0,0,6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2400,2000,Sweets,Soap,Satchet milk,0,0,TRUE
495661782,Yobe,Bade,Lawan Fannami,1-Jan-17,YobeBadeLawan Fannami01/01/2017-1,48,0,10,12,496,6073,13241,65,4678,188,0,0,991,1179,43,78,36,66,7,12,86,149,86,149,0,0,40,9098,15718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,1800,Sweets,Soap,Satchet milk,0,0,TRUE
1218720671,Yobe,Bade,Lawan Musa,1-Jan-17,YobeBadeLawan Musa01/01/2017-1,49,0,12,8,324,4510,11491,22,3234,15,4,0,737,756,63,108,55,95,8,13,106,160,92,141,14,19,19,12171,16748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,1750,1150,Sweets,Soap,Satchet milk,0,0,TRUE
1476259060,Yobe,Bade,Sabon Gari,1-Jan-17,YobeBadeSabon Gari01/01/2017-1,64,0,14,43,832,8299,16460,146,2854,63,0,0,1379,1442,20,32,14,25,6,7,128,192,127,190,1,2,12815,63,18264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,1950,1450,Sweets,Soap,Satchet milk,0,0,TRUE
327540453,Yobe,Bade,Sarkin Hausawa,1-Jan-17,YobeBadeSarkin Hausawa01/01/2017-1,32,0,6,0,636,3280,5234,6,5055,176,0,0,1159,1159,24,28,24,28,0,0,34,51,34,51,0,0,0,0,7105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,2300,2200,Sweets,Soap,Satchet milk,0,0,TRUE
-1257640894,Yobe,Bade,Sugum Tagali,1-Jan-17,YobeBadeSugum Tagali01/01/2017-1,59,0,11,20,453,2464,4546,111,3746,0,22,0,1139,1139,0,0,0,0,0,0,205,323,205,323,0,0,0,0,5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1500,1100,Sweets,Soap,Satchet milk,0,0,TRUE
58839963,Yobe,Bade,Zango,1-Jan-17,YobeBadeZango01/01/2017-1,60,0,13,0,399,4507,6827,84,1940,0,0,0,712,712,15,33,9,18,6,15,67,127,55,100,12,27,28,14654,17851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,1100,800,Sweets,Soap,Satchet milk,0,0,TRUE
1638888512,Yobe,Bursari,Bayamari,1-Jan-17,YobeBursariBayamari01/01/2017-1,41,0,8,0,282,2456,4147,18,4020,0,152,0,884,1036,21,47,4,3,17,44,48,80,37,61,11,19,0,0,5402,16,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6813,544,0,Sweets,Soap,,0,0,TRUE
-1639387327,Yobe,Bursari,Danani/Lawanti,1-Jan-17,YobeBursariDanani/Lawanti01/01/2017-1,43,0,10,0,39,2399,5162,16,5036,0,0,0,33,33,3,5,3,5,0,0,69,121,66,115,3,6,0,0,5228,20,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5818,544,0,Sweets,Soap,,0,0,TRUE
-1526303634,Yobe,Bursari,Dapchi,1-Jan-17,YobeBursariDapchi01/01/2017-1,76,0,10,0,802,4922,8979,30,8239,73,210,0,839,1122,147,340,106,252,41,88,230,400,181,324,49,76,0,0,10739,27,43,32,0,0,0,0,0,0,0,0,22,0,15,40,0,0,1286,1344,0,Sweets,Soap,,0,0,TRUE
1144867671,Yobe,Bursari,Guba/Dapso,1-Jan-17,YobeBursariGuba/Dapso01/01/2017-1,45,0,10,1,319,2038,4073,13,3884,0,0,0,38,38,30,67,11,23,19,44,63,122,46,85,17,37,0,0,4350,13,13,13,0,0,0,0,0,0,10,0,13,0,6,2,0,0,4613,472,0,Sweets,Soap,,0,0,TRUE
1932945484,Yobe,Bursari,Guji/Metalari,1-Jan-17,YobeBursariGuji/Metalari01/01/2017-1,44,0,9,1,142,1826,4139,14,3976,0,0,0,57,57,16,33,13,29,3,4,78,130,69,118,9,12,0,0,4323,53,34,18,0,0,0,0,0,0,16,0,16,0,59,26,0,0,4587,544,0,Sweets,Soap,,0,0,TRUE
-1186685603,Yobe,Bursari,Jawa Garun Dole,1-Jan-17,YobeBursariJawa Garun Dole01/01/2017-1,67,0,10,0,478,4191,9680,9,9556,60,43,0,759,862,4,8,4,8,0,0,76,116,76,116,0,0,0,0,11020,25,12,13,0,0,0,0,0,0,18,0,18,0,28,24,0,0,12091,1288,0,Sweets,Soap,,0,0,TRUE
2091988826,Yobe,Bursari,Juluri/Damnawa,1-Jan-17,YobeBursariJuluri/Damnawa01/01/2017-1,36,0,7,3,199,1527,3910,12,3746,0,0,0,153,153,8,14,1,1,7,13,87,150,77,134,10,16,0,0,4236,16,14,10,0,0,0,0,0,0,12,0,12,0,0,0,0,0,4616,472,0,Sweets,Soap,,0,0,TRUE
-1218341165,Yobe,Bursari,Kaliyari,1-Jan-17,YobeBursariKaliyari01/01/2017-1,64,0,11,0,509,3392,8127,13,7795,0,0,0,726,726,15,32,8,14,7,18,159,300,153,283,6,17,0,0,9327,26,25,30,0,0,0,0,0,0,20,0,24,0,14,0,0,0,10309,1144,0,Sweets,Soap,,0,0,TRUE
-1083632360,Yobe,Bursari,Kurnawa,1-Jan-17,YobeBursariKurnawa01/01/2017-1,52,0,13,4,43,5687,9040,14,8933,0,0,0,117,117,3,3,3,3,0,0,70,104,68,102,2,2,0,0,9202,22,22,22,0,0,0,0,0,0,24,0,24,0,9,7,0,0,10651,1144,0,Sweets,Soap,,0,0,TRUE
-596884167,Yobe,Bursari,Masaba,1-Jan-17,YobeBursariMasaba01/01/2017-1,62,0,14,7,177,3730,8068,16,7681,0,0,0,1155,1155,56,130,54,125,2,5,132,257,130,250,2,7,0,0,9395,22,12,10,0,0,0,0,0,0,0,0,0,0,15,4,0,0,11604,1144,0,Sweets,Soap,,0,0,TRUE
-159817466,Yobe,Damaturu,Bindigari/Pawari,1-Jan-17,YobeDamaturuBindigari/Pawari01/01/2017-1,52,0,13,0,206,7711,6297,41,1707,0,216,48,1373,1637,325,622,318,609,7,13,168,260,165,255,3,5,19,6260,10693,11,7,10,0,0,0,0,0,0,36,159,20,0,12,21,0,0,10233,2319,3502,Sweets,Soap,Satchet milk,0,0,TRUE
67203599,Yobe,Damaturu,Damakasu,1-Jan-17,YobeDamaturuDamakasu01/01/2017-1,33,0,4,0,79,2124,2414,21,2218,0,0,0,447,447,42,87,38,81,4,6,47,77,44,73,3,4,0,0,2898,8,10,17,0,0,0,0,0,0,30,59,9,11,10,12,0,0,2195,350,0,Sweets,Soap,Satchet milk,0,0,TRUE
2038072996,Yobe,Damaturu,Damaturu Central,1-Jan-17,YobeDamaturuDamaturu Central01/01/2017-1,61,0,13,12,349,7700,8195,65,1809,0,655,214,2262,3131,254,449,245,434,9,15,108,184,104,177,4,7,23,7940,13875,14,35,31,0,0,0,0,0,0,101,288,16,29,6,43,0,0,12347,2550,2101,Sweets,Soap,Satchet milk,0,0,TRUE
-461307179,Yobe,Damaturu,Gambir/Moduri,1-Jan-17,YobeDamaturuGambir/Moduri01/01/2017-1,21,0,4,15,110,1782,2567,42,2436,0,0,9,670,679,26,60,19,50,7,10,10,24,10,24,0,0,0,0,3314,11,11,12,0,0,0,0,0,0,118,183,27,0,34,13,0,0,3222,258,0,Sweets,Soap,Satchet milk,0,0,TRUE
1601756530,Yobe,Damaturu,Kalallawa/Gabai,1-Jan-17,YobeDamaturuKalallawa/Gabai01/01/2017-1,32,0,5,0,130,1829,2459,43,1279,0,0,0,466,466,8,14,4,8,4,6,32,51,29,46,3,5,11,1562,3502,30,25,37,0,0,0,0,0,0,55,91,55,0,16,0,0,0,2983,633,423,Sweets,Soap,Satchet milk,0,0,TRUE
28530955,Yobe,Damaturu,Kukareta/Warsala,1-Jan-17,YobeDamaturuKukareta/Warsala01/01/2017-1,44,0,11,4,221,3178,4522,15,1571,0,0,0,471,471,9,17,9,17,0,0,24,48,24,48,0,0,11,3855,6198,11,5,10,0,0,0,0,0,0,40,60,13,18,9,18,0,0,5088,3850,1164,Sweets,Soap,Satchet milk,0,0,TRUE
-1169782544,Yobe,Damaturu,Maisandari/Waziri Ibrahim,1-Jan-17,YobeDamaturuMaisandari/Waziri Ibrahim01/01/2017-1,47,0,9,0,144,5235,4918,30,2462,0,28,0,149,177,61,107,54,96,7,11,32,46,29,41,3,5,8,2954,5882,33,40,42,0,0,0,0,0,0,112,156,28,35,28,34,0,0,5436,1865,899,Sweets,Soap,Satchet milk,0,0,TRUE
-1452428751,Yobe,Damaturu,Murfakalam,1-Jan-17,YobeDamaturuMurfakalam01/01/2017-1,36,0,8,14,148,2632,3705,33,1422,0,0,0,206,206,15,27,9,18,6,9,38,63,35,58,3,5,11,1877,3754,25,28,18,0,0,0,0,0,0,64,77,19,9,28,15,0,0,3211,922,334,Sweets,Soap,Satchet milk,0,0,TRUE
