Id,Campaign Type,IPDs Round,Timeline,State,LGA,Social mobilization plan/implementation,High risk Operational Plan,Evidence of LGA task force meeting,Meeting of Ward selection Committees to review performance,Updated micro-plan,Training Plan implementation,Social mobilization funds received at LGA Level,Border synchronization planning meeting,Security agents conducted assessment,IPD plan adjusted based on security assessment (if applicable),Logistics funds received,LGAs/State counterpart funding received
SIA 16-Jan 3 weeks AKWA IBOM URUE OFFONG/ORUKO,SIA,16-Jan,3 weeks,Akwa Ibom,Urue Offong/Oruko,,,,,,,,,,,,
SIA 16-Jan 3 weeks AKWA IBOM UYO,SIA,16-Jan,3 weeks,Akwa Ibom,Uyo,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA AGUATA,SIA,16-Jan,3 weeks,Anambra,Aguata,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA ANAMBRA EAST,SIA,16-Jan,3 weeks,Anambra,Anambra East,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA ANAMBRA WEST,SIA,16-Jan,3 weeks,Anambra,Anambra West,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA ANAOCHA,SIA,16-Jan,3 weeks,Anambra,Anaocha,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA AWKA NORTH,SIA,16-Jan,3 weeks,Anambra,Awka North,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA AWKA SOUTH,SIA,16-Jan,3 weeks,Anambra,Awka South,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA AYAMELUM,SIA,16-Jan,3 weeks,Anambra,Ayamelum,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA DUNUKOFIA,SIA,16-Jan,3 weeks,Anambra,Dunukofia,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA EKWUSIGO,SIA,16-Jan,3 weeks,Anambra,Ekwusigo,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA IDEMILI NORTH,SIA,16-Jan,3 weeks,Anambra,Idemili North,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA IDEMILI SOUTH,SIA,16-Jan,3 weeks,Anambra,Idemili South,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA IHIALA,SIA,16-Jan,3 weeks,Anambra,Ihiala,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA NJIKOKA,SIA,16-Jan,3 weeks,Anambra,Njikoka,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA NNEWI NORTH,SIA,16-Jan,3 weeks,Anambra,Nnewi North,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA NNEWI SOUTH,SIA,16-Jan,3 weeks,Anambra,Nnewi South,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA OGBARU,SIA,16-Jan,3 weeks,Anambra,Ogbaru,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA ONITSHA NORTH,SIA,16-Jan,3 weeks,Anambra,Onitsha North,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA ONITSHA SOUTH,SIA,16-Jan,3 weeks,Anambra,Onitsha South,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA ORUMBA NORTH,SIA,16-Jan,3 weeks,Anambra,Orumba North,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA ORUMBA SOUTH,SIA,16-Jan,3 weeks,Anambra,Orumba South,,,,,,,,,,,,
SIA 16-Jan 3 weeks ANAMBRA OYI,SIA,16-Jan,3 weeks,Anambra,Oyi,,,,,,,,,,,,
SIA 16-Jan 3 weeks BAUCHI ALKALERI,SIA,16-Jan,3 weeks,Bauchi,Alkaleri,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI BAUCHI,SIA,16-Jan,3 weeks,Bauchi,Bauchi,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI BOGORO,SIA,16-Jan,3 weeks,Bauchi,Bogoro,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI DAMBAN,SIA,16-Jan,3 weeks,Bauchi,Damban,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI DARAZO,SIA,16-Jan,3 weeks,Bauchi,Darazo,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI DASS,SIA,16-Jan,3 weeks,Bauchi,Dass,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI GAMAWA,SIA,16-Jan,3 weeks,Bauchi,Gamawa,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI GANJUWA,SIA,16-Jan,3 weeks,Bauchi,Ganjuwa,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI GIADE,SIA,16-Jan,3 weeks,Bauchi,Giade,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI ITAS/GADAU,SIA,16-Jan,3 weeks,Bauchi,Itas/Gadau,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI JAMA'ARE,SIA,16-Jan,3 weeks,Bauchi,Jama'are,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI KATAGUM,SIA,16-Jan,3 weeks,Bauchi,Katagum,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI KIRFI,SIA,16-Jan,3 weeks,Bauchi,Kirfi,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI MISAU,SIA,16-Jan,3 weeks,Bauchi,Misau,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI NINGI,SIA,16-Jan,3 weeks,Bauchi,Ningi,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI SHIRA,SIA,16-Jan,3 weeks,Bauchi,Shira,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI TAFAWA-BALEWA,SIA,16-Jan,3 weeks,Bauchi,Tafawa-Balewa,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI TORO,SIA,16-Jan,3 weeks,Bauchi,Toro,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI WARJI,SIA,16-Jan,3 weeks,Bauchi,Warji,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAUCHI ZAKI,SIA,16-Jan,3 weeks,Bauchi,Zaki,Yes,Yes,Yes,100%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BAYELSA BRASS,SIA,16-Jan,3 weeks,Bayelsa,Brass,,,,,,,,,,,,
SIA 16-Jan 3 weeks BAYELSA EKEREMOR,SIA,16-Jan,3 weeks,Bayelsa,Ekeremor,,,,,,,,,,,,
SIA 16-Jan 3 weeks BAYELSA KOLOKUMA/OPOKUMA,SIA,16-Jan,3 weeks,Bayelsa,Kolokuma/Opokuma,,,,,,,,,,,,
SIA 16-Jan 3 weeks BAYELSA NEMBE,SIA,16-Jan,3 weeks,Bayelsa,Nembe,,,,,,,,,,,,
SIA 16-Jan 3 weeks BAYELSA OGBIA,SIA,16-Jan,3 weeks,Bayelsa,Ogbia,,,,,,,,,,,,
SIA 16-Jan 3 weeks BAYELSA SAGBAMA,SIA,16-Jan,3 weeks,Bayelsa,Sagbama,,,,,,,,,,,,
SIA 16-Jan 3 weeks BAYELSA SOUTHERN IJAW,SIA,16-Jan,3 weeks,Bayelsa,Southern Ijaw,,,,,,,,,,,,
SIA 16-Jan 3 weeks BAYELSA YENEGOA,SIA,16-Jan,3 weeks,Bayelsa,Yenegoa,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE ADO,SIA,16-Jan,3 weeks,Benue,Ado,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE AGATU,SIA,16-Jan,3 weeks,Benue,Agatu,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE APA,SIA,16-Jan,3 weeks,Benue,Apa,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE BUKURU,SIA,16-Jan,3 weeks,Benue,Bukuru,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE GBOKO,SIA,16-Jan,3 weeks,Benue,Gboko,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE GUMA,SIA,16-Jan,3 weeks,Benue,Guma,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE GWER EAST,SIA,16-Jan,3 weeks,Benue,Gwer East,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE GWER WEST,SIA,16-Jan,3 weeks,Benue,Gwer West,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE KATSINA-ALA,SIA,16-Jan,3 weeks,Benue,Katsina-Ala,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE KONSHISHA,SIA,16-Jan,3 weeks,Benue,Konshisha,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE KWANDE,SIA,16-Jan,3 weeks,Benue,Kwande,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE LOGO,SIA,16-Jan,3 weeks,Benue,Logo,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE MARKURDI,SIA,16-Jan,3 weeks,Benue,Markurdi,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE OBI,SIA,16-Jan,3 weeks,Benue,Obi,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE OGBADIBO,SIA,16-Jan,3 weeks,Benue,Ogbadibo,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE OHIMINI,SIA,16-Jan,3 weeks,Benue,Ohimini,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE OJU,SIA,16-Jan,3 weeks,Benue,Oju,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE OKPOKWU,SIA,16-Jan,3 weeks,Benue,Okpokwu,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE OTURKPO,SIA,16-Jan,3 weeks,Benue,Oturkpo,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE TARKA,SIA,16-Jan,3 weeks,Benue,Tarka,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE UKUM,SIA,16-Jan,3 weeks,Benue,Ukum,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE USHONGO,SIA,16-Jan,3 weeks,Benue,Ushongo,,,,,,,,,,,,
SIA 16-Jan 3 weeks BENUE VANDEIKYA,SIA,16-Jan,3 weeks,Benue,Vandeikya,,,,,,,,,,,,
SIA 16-Jan 3 weeks BORNO ABADAM,SIA,16-Jan,3 weeks,Borno,Abadam,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO ASKIRA/UBA,SIA,16-Jan,3 weeks,Borno,Askira/Uba,No,Yes,Yes,77%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO BAMA,SIA,16-Jan,3 weeks,Borno,Bama,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO BAYO,SIA,16-Jan,3 weeks,Borno,Bayo,No,Yes,Yes,100%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO BIU,SIA,16-Jan,3 weeks,Borno,Biu,No,Yes,Yes,100%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO CHIBOK,SIA,16-Jan,3 weeks,Borno,Chibok,No,Yes,Yes,100%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO DAMBOA,SIA,16-Jan,3 weeks,Borno,Damboa,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO DIKWA,SIA,16-Jan,3 weeks,Borno,Dikwa,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO GUBIO,SIA,16-Jan,3 weeks,Borno,Gubio,No,Yes,Yes,20%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO GUZAMALA,SIA,16-Jan,3 weeks,Borno,Guzamala,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO GWOZA,SIA,16-Jan,3 weeks,Borno,Gwoza,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO HAWUL,SIA,16-Jan,3 weeks,Borno,Hawul,No,Yes,Yes,75%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO JERE,SIA,16-Jan,3 weeks,Borno,Jere,No,Yes,Yes,100%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO KAGA,SIA,16-Jan,3 weeks,Borno,Kaga,No,Yes,Yes,7%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO KALA/BALGE,SIA,16-Jan,3 weeks,Borno,Kala/Balge,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO KONDUGA,SIA,16-Jan,3 weeks,Borno,Konduga,No,Yes,Yes,55%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO KUKAWA,SIA,16-Jan,3 weeks,Borno,Kukawa,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO KWAYA KUSAR,SIA,16-Jan,3 weeks,Borno,Kwaya Kusar,No,Yes,Yes,100%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO MAFA,SIA,16-Jan,3 weeks,Borno,Mafa,No,Yes,Yes,8%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO MAGUMERI,SIA,16-Jan,3 weeks,Borno,Magumeri,No,Yes,Yes,69%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO MAIDUGURI,SIA,16-Jan,3 weeks,Borno,Maiduguri,No,Yes,Yes,100%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO MARTE,SIA,16-Jan,3 weeks,Borno,Marte,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO MOBBAR,SIA,16-Jan,3 weeks,Borno,Mobbar,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO MONGUNO,SIA,16-Jan,3 weeks,Borno,Monguno,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO NGALA,SIA,16-Jan,3 weeks,Borno,Ngala,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO NGANZAI,SIA,16-Jan,3 weeks,Borno,Nganzai,No,Yes,Yes,42%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks BORNO SHANI,SIA,16-Jan,3 weeks,Borno,Shani,No,Yes,Yes,100%,Yes,No,No,Yes,Yes,Yes,No,No
SIA 16-Jan 3 weeks CROSS RIVER ABI,SIA,16-Jan,3 weeks,Cross River,Abi,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER AKAMKPA,SIA,16-Jan,3 weeks,Cross River,Akamkpa,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER AKPABUYO,SIA,16-Jan,3 weeks,Cross River,Akpabuyo,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER BAKASSI,SIA,16-Jan,3 weeks,Cross River,Bakassi,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER BEKWARRA,SIA,16-Jan,3 weeks,Cross River,Bekwarra,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER BIASE,SIA,16-Jan,3 weeks,Cross River,Biase,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER BOKI,SIA,16-Jan,3 weeks,Cross River,Boki,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER CALABAR MUNICIPAL,SIA,16-Jan,3 weeks,Cross River,Calabar Municipal,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER CALABAR SOUTH,SIA,16-Jan,3 weeks,Cross River,Calabar South,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER ETUNG,SIA,16-Jan,3 weeks,Cross River,Etung,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER IKOM,SIA,16-Jan,3 weeks,Cross River,Ikom,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER OBANLIKU,SIA,16-Jan,3 weeks,Cross River,Obanliku,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER OBUBRA,SIA,16-Jan,3 weeks,Cross River,Obubra,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER OBUDU,SIA,16-Jan,3 weeks,Cross River,Obudu,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER ODUKPANI,SIA,16-Jan,3 weeks,Cross River,Odukpani,,,,,,,,,,,,
SIA 16-Jan 3 weeks CROSS RIVER OGOJA,SIA,16-Jan,3 weeks,Cross River,Ogoja,,,,,,,,,,,,
